,code,logo,ko_name,description,sector,industry,country_code,market,phone,website
287,003490.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/003490.png,대한항공,"대한항공은 1969년 설립된 기업으로 호텔, 리무진, 항공운수업을 영위하고 있다. 주요 종속기업은 한국공항, 한진정보통신, 에어코리아, 왕산레저개발 등이 있다. 주요 매출은 항공운송 부문에서 발생하고 있으며 항공우주, 호텔사업 부문이 뒤를 잇고 있다. 항공운송, 항공기 설계 및 제작, 민항기 및 군용기 정비, 위성체 등의 연구ㆍ개발 등 항공우주 사업과 관련 사업을 통해 시너지 효과를 창출하고 있다.",운송,항공,KR,kospi,82 2 2656 7114,https://www.koreanair.com
288,003495.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/003495.png,대한항공우,,,,KR,kospi,82 2 2656 7114,https://www.koreanair.com
289,005880.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/005880.png,대한해운,"대한해운은 1968년 설립된 기업으로 해상화물운송, 선박관리, 선박부품 공급업을 영위하고 있다. 주요 종속기업은 대한해운엘앤지, 대한상선, 케이엘씨에스엠 등이 있다. 주요 매출은 해운 사업 부문에서 발생하고 있으며 무역 부문이 뒤를 잇고 있다. 국내외 대형 선주와의 장기용선계약에 따른 원가경쟁력, 우량 화주와의 장기해상운송계약으로 안정적인 수익원 확보하며 불확실성을 최소화 하고 있다.",운송,해운,KR,kospi,82 2 3701 0114,https://www.korealines.co.kr
290,003830.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/003830.png,대한화섬,대한화섬은 1963년 설립된 기업으로 화섬사 및 합성수지 제조·판매업을 영위하고 있다. 주요 매출은 폴리에스터 생산·판매에서 발생하고 있으며 임대 수익이 뒤를 잇고 있다. 폴리에스터 사업 부문에서 원사가공 전담인력을 활용하여 차별화된 제품 개발 및 원사가공 개발 역량을 제고하고 있다.,소재,화학,KR,kospi,82 2 3406 0300,https://www.daehansf.co.kr
291,016090.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/016090.png,대현,"대현은 1982년 설립된 기업으로 부동산 임대업, 여성의류 제조·판매업을 영위하고 있다. 주요 매출은 여성의류 판매에서 발생하고 있다. 블루페페, 씨씨콜렉트, 주크 등의 브랜드를 통해 백화점 및 대리점 등 515개의 유통망을 확보하고 있으며, 자사 온라인 쇼핑몰을 보유하고 있다.",생활용품/잡화,의류/패션잡화,KR,kospi,82 2 3485 7000,https://www.daehyun.co.kr
292,069460.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/069460.png,대호에이엘,"대호에이엘은 알미늄소재를 만드는 회사로써 알미늄코일, 알미늄환절판등을 주영업목적으로 설립되었다. 주요 매출은 알미늄판재 부문에서 대부분 발생하고 있다. 2002년 10월 1일 인적분할로 신설된 대호에이엘은 과거 전량 수입에 의존하던 고급알미늄 판재류를 대부분 국산으로 대체 하였으며, 고가판재류 시장에서 높은 시장점유율을 차지하고 있다.",소재,비철금속,KR,kospi,82 5 3610 5400,https://www.daeho-al.com
293,192080.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/192080.png,더블유게임즈,"더블유게임즈는 2012년 4월 설립된 기업으로 모바일, 온라인 게임 및 개발 서비스업을 영위하고 있다. 주요 종속기업은 ㈜더블다운인터액티브가 있다. 주요 매출은 모바일 부문에서 발생하고 있다. 당사는 페이스북, iOS, Google 플랫폼을 통해 더블유카지노(DoubleU Casino), 더블다운카지노(DoubleDown Casino) 등의 소셜카지노 게임을 개발 및 서비스하고 있으며 유럽 및 호주 시장으로 사업을 확장시킬 계획이다.",IT/ICT,게임,KR,kospi,82 2 501 7216,https://www.doubleugames.com
294,012510.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/012510.png,더존비즈온,"더존비즈온은 1977년 설립된 기업으로 기업정보서비스, 경영정보솔루션 사업을 영위하고 있다. 주요 종속기업은 더존이엔에이치, 키컴, 더존비앤에프가 있다. 주요 매출은 IT 제품 판매에서 발생하고 있으며 용역서비스, 유지보수 서비스 수익이 뒤를 잇고 있다. 기업용 솔루션 Amaranth 10을 개발하며 디지털 비즈니스 플랫폼 서비스 시장의 선도 기업이 되도록 노력하고 있다.",IT/ICT,소프트웨어,KR,kospi,82 2 6233 3000,https://www.duzon.co.kr
295,004830.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/004830.png,덕성,덕성은 1966년 설립된 기업으로 합성피혁 및 합성수지 제조업을 영위하고 있다. 주요 매출은 합성피혁 사업 부문에서 발생하고 있으며 합성수지 부문이 뒤를 잇고 있다. 리커버리 플랜트를 도입하여 첨가제인 디메틸포름아미드를 재회수 사용함으로써 원가절감은 물론 환경보호에도 앞장서고 있다.,생활용품/잡화,의류/패션잡화,KR,kospi,82 3 1204 0781,https://www.duksung21.com
296,004835.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/004835.png,덕성우,,,,KR,kospi,82 3 1204 0781,https://www.duksung21.com
297,024900.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/024900.png,덕양산업,"덕양산업은 1977년 7월 설립된 기업으로 OEM 납품을 주로 하는 자동차 부품 전문 제조업을 영위하고 있다. 주요 종속기업은 북경덕양중차기차영부건유한공사, (주)디에스에스에너셀 등이 있다. 미래 친환경 전기차의 경량화 시도와 중공 천연섬유 강화, 플라스틱 복합소재 사용, 나노융합 혁신제품 개발 지원사업 등의 연구개발을 진행하고 있다.",자동차,자동차부품,KR,kospi,82 5 2219 1114,https://www.dyauto.kr
298,145720.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/145720.png,덴티움,"덴티움은 임플란트 제품을 주력으로 고객 서비스 만족극대화를 위해 치과용 의료기기 및 생체재료를 Total Solution으로 개발, 생산, 판매하는 치과용 의료기기분야 전문 기업이다. 주요 종속기업은 임플란트 도매 및 상품 중개업을 영위하고 있는 DENTIUM SHANGHAI CO.,LTD가 있다. 주요 매출은 치과용임플란트, 치과용장비 등의 제품 판매에서 대부분 발생하고 있다. 당사인 덴티움도 신흥 성장국인 중국을 포함한 중동, 인도, 독일, 러시아, 미국, 태국,싱가폴, 대만 등 아시아 여러 국가 내 26개 법인을 운영하며 적극적인 영업활동을 진행하며 시장 점유를 확대하고자 노력하고 있다.",헬스케어,의료장비/용품,KR,kospi,82 8 0050 2875,https://www.dentium.com
299,002150.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/002150.png,도화엔지니어링,"도화엔지니어링은 1957년 설립된 기업으로 종합설계 및 감리 등 엔지니어링 용역업을 영위하고 있다. 주요 매출은 상하수도, 수자원 개발, 도시계획 등 다양한 분야 설계 및 감리 부문에서 발생하고 있다. 수주의 대부분이 관급 물량임에 따라 정부의 건설 및 환경 정책에 영향을 받는 경향이 있다.",건설/인프라,건설,KR,kospi,82 2 6323 3000,https://www.dohwa.co.kr
300,001230.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/001230.png,동국제강,"동국제강은 1954년에 설립된 기업으로 냉연강판, 컬러강판, 후판 등 제조 및 판매업을 영위하고 있다. 주요 종속기업은 물류 서비스업을 영위하는 인터지스, 골프장 운영업을 영위하는 페럼인프라 등이 있다. 주요 매출은 열연·냉연 강판 사업 부문에서 발생하고 있으며, 봉/형강 사업 부문, 후판 사업 부문이 뒤를 잇고 있다. 코일철근 설비 투자, 프리미엄 컬러팡판 생산 라인 증설 등 신규투자를 통해 원가경쟁력을 확보하고 품질을 고도화하고 있다.",소재,철강,KR,kospi,82 2 317 1114,https://www.dongkuk.co.kr
301,023450.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/023450.png,동남합성,동남합성은 1965년 10월 설립된 기업으로 계면활성제의 제조 및 판매업을 영위하고 있다. 주요 매출은 계면활성제 부문에서 발생하고 있다. 국내 최초로 비이온 계면활성제 개발에 성공하여 국내에서 유일하게 제품을 공급하고 있으며 폭넓은 연구개발을 진행하고 있다.,소재,화학,KR,kospi,82 3 1472 7616,https://www.dongnamchem.com
302,004140.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/004140.png,동방,"동방은 1965년 설립된 기업으로 컨테이너 터미널, 물류센터 운영업을 영위하고 있다. 주요 종속기업은 동방물류센터, 동방광양물류센터, 대련동방현대물류유한공사, 포항영일만항운영 등이 있다. 주요 매출은 화물 차량 운송 부문에서 발생하고 있으며 항만하역, 선박운송 부문이 뒤를 잇고 있다. 주요 항만과 배후부지 및 내륙 거점에 지속적으로 인프라 시설을 확충하며 차별화된 물류 서비스를 제공하고 있다.",운송,항공화물운송/물류,KR,kospi,82 2 2190 8100,https://www.dongbang.co.kr
303,007590.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/007590.png,동방아그로,"동방아그로는 1971년 설립된 기업으로 농업용 약제 제조·판매업을 영위하고 있다. 주요 종속기업은 동방그린팜이 있다. 주요 매출은 유액제 판매에서 발생하고 있으며 입제, 수화제, 분제 판매가 뒤를 잇고 있다. 다양한 혼합제 등을 생산하기 위해 자동화 생산 설비에 지속적으로 투자하고 있으며, 다기능 친환경 비료 개발 등으로 제품 다각화 추진하고 있다.",소재,화학,KR,kospi,82 2 1644 7337,https://www.dongbangagro.co.kr
304,005960.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/005960.png,동부건설,"동부건설은 1969년 설립된 기업으로 토목, 플랜트, 건물 및 아파트 공사 등 종합건설업을 영위하고 있다. 주요 종속기업은 더파크, 동부당진솔라, 동부엔지니어링, 동부자산관리 등이 있다. 주요 매출은 도급 공사 부문에서 발생하고 있으며 분양주택, 엔지니어링 부문이 뒤를 잇고 있다. 아파트 브랜드 센트레빌을 활용하여 아파트 공사 부문에서 안정적인 현금흐름을 구축하고 있다.",건설/인프라,건설,KR,kospi,82 2 3484 2114,https://www.dongbucorporation.com
305,005965.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/005965.png,동부건설우,,,,KR,kospi,82 2 3484 2114,https://www.dongbucorporation.com
306,026960.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/026960.png,동서,"동서는 1975년 5월 설립된 기업으로 식품사업, 포장사업, 다류사업, 수출ㆍ입 및 구매대행업 등을 영위하고 있다. 주요 종속기업은 동서물산(주), 동서음료(주) 등이 있다. 주요 매출은 식품사업 부문에서 발생하고 있으며 제조부문이 뒤를 잇고 있다. 디지털마케팅 영업활동과 친환경 소재의 식품 포장재의 개발 및 연구에 주력하고 있다.",음식료/식자재,식품,KR,kospi,82 2 701 5050,https://www.dongsuh.com
307,002210.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/002210.png,동성제약,"동성제약은 1957년 설립된 기업으로 의약품 제조·판매업을 영위하고 있다. 주요 매출은 의약품 사업 부문에서 발생하고 있으며, 화장품 사업 부문이 뒤를 잇고 있다. 형광 복강경 시스템을 이용한 췌장암, 폐암, 유방암에 대한 치료 방법을 연구·개발하고 있다.",헬스케어,제약/건강기능식품,KR,kospi,82 2 6911 3600,https://dongsung-pharm.com
308,102260.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/102260.png,동성케미컬,"동성케미컬은 2008년 5월 설립된 기업으로 지주 사업과 석유화학, 정밀화학 제품 제조업, 합성피혁용, 신발창용 폴리우레탄 수지, 에나멜의 제조 및 판매업을 영위하고 있다. 주요 종속기업은 (주)동성화학, (주)동성화인텍 등이 있다. 주요 매출은 화학 부문에서 발생하고 있다. 당사는 그룹차원의 정책 및 전략을 개발하여 자회사간의 시너지 효과와 경영효율을 극대화하고 M&A 및 신규사업 개발 그리고 계열사에 대한 경영지원을 통해 그룹의 사업체질을 강화시키고 경영리스크 최소화에 주력하고 있다.",소재,화학,KR,kospi,82 2 6190 8800,https://www.dongsungcorp.co.kr
309,000640.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/000640.png,동아쏘시오홀딩스,"동아쏘시오홀딩스는 1932년에 설립된 동아쏘시오 그룹의 지주회사로 지주 사업을 영위하고 있다. 주요 종속기업은 제약사업을 영위하고 있는 동아제약, 병유리 제조 및 판매 사업을 영위하고 있는 수석, 운수창고업을 영위하고 있는 용마로지스 등이 있다. 주요 매출은 의약품과 의약부외품인 비타민과 판피린을 제조 판매하는 제약사업 부문에서 발생하고 있으며, 물류서비스 사업 부문, 포장용기 제조 판매 부문, 지주사 수익이 뒤를 잇고 있다. 포화된 제약 관련 시장에 대응책으로 종속사의 바이오시밀러 임상 및 외부 CDMO(위탁생산) 시장에서 적극적인 영업활동을 통한 사업성장 전략을 구상하고 있다.",헬스케어,제약/건강기능식품,KR,kospi,82 2 920 8421,https://www.donga.co.kr
310,170900.KS,https://file.alphasquare.co.kr/media/images/stock_logo/kr/170900.png,동아에스티,동아에스티는 2013년 3월 설립된 기업으로 전문의약품 등의 제조 및 판매사업을 영위하고 있다. 주요 매출은 의약품 판매에서 발생하고 있다. 당사는 연구개발 경쟁력 강화를 위해 지속적으로 투자규모를 확대해가고 있으며 항암제를 중심으로 한 First-in-Class 신약 개발을 목표로 경쟁력을 확보해 나가고 있다.,헬스케어,제약/건강기능식품,KR,kospi,82 2 920 8114,https://www.donga-st.com
